Name	Annotation1	Annotation2	Annotation3	Annotation4	Comment	Annotation5	ReqLevel
Small scythe					Weasel's scythe		1
Weasel's claw (basic pattern)					Weasels's long sharp claw, part of origin		1
Weason's tail (basic pattern)					Weasels's tail, flame like fur and fluffy		1
Lightning stone (basic pattern					Stone softly shines with yellow light		1
Leather grass (basic pattern)					Animal skin with fine fur like grass		1
Fur scarf (basic pattern)					Scarf made by animal skin		1
Paper scrap (basic pattern					Clumped paper scrap		1
Paperback (basic pattern					Palm sized book, drawn magical circle on cover		1
Paper weight (basic pattern)					Rectangular shaped item with simple engrave, for what use?		1
Pin (basic pattern)					Silver pin, shines distinctly like metal		1
Clip(basic pattern)					Large colorful clip		1
Water screen sphere (basic pattern)					Drip in the Kappa-water crest' dish		1
Fin (basic pattern)					Kappa-water crest's fin, look alike frog's		1
Shell (basic pattern)					Kappa-water crest's shell, broken		1
Appease evil amulet (basic pattern)					Blue colored spell, written some letters but unreadable		1
Electronic jar (basic pattern)					Blue white colored glass jar		1
Heart shaped eye patch (basic pattern)					Pink heart shaped eye patch		1
Spike shell (basic pattern)					Spiky kappa-water crest's shell		1
Butterfly headband (basic pattern)					Red butterfly headband		1
Amulet (basic pattern)					Red colored spell with letters unreadable		1
Plushy (basic pattern)					Girly cute plushy		1
Wooden shoes (basic pattern)					Traditional shoes from far east		1
Beads (basic pattern)					Gleaming black colored beads		1
loose socks (basic pattern)					loose socks just taken off		1
paper lantern (basic pattern)					lantern made of paper, the fire is gone		1
fire flame (basic pattern)					fire flame, with inflammable pouch		1
Ember(basic pattern)					ashed ember		1
Lantern flame(basic pattern)					flame core made of white rough cotton		1
Blazing ice(basic pattern)					Soft blue hued flame, with inflammable pouch		1
Candle(basic pattern)					half used candle		1
snake head(basic pattern)					chopped off snake head, grotesque		1
animal tail(basic pattern)					Lion's tail, fluffy		1
silver horn(basic pattern)					Unicorn's horn, glitters with metal like shine		1
gigantic front foot(basic pattern)					seems to be tiger's beast front foot, with thick sharp claw		1
beast's fang					Sharp large lion's fang		1
seashell hair accessory(basic pattern)					hair accessory made of seashell, seems old		1
Irridescent colored insect(basic pattern)					Colored stone like iridescent colored insect		1
lyre(basic pattern)					small blue lyre with chord, beautiful		1
earring(basic pattern)					Heart shaped ear ring, one side		1
Drop for throat(basic pattern)					drop to moisten throat, popular		1
Fresh voice water(basic pattern)					Soft green colored liquid, make your voice clear		1
Spider rope(basic pattern)					Spider rope, when pull, it will break		1
Silk thread(basic pattern)					White silk thread, when pull break		1
Spider egg(basic pattern)					Transparent rice grain shaped egg		1
Spider's poison sack(basic pattern)					sack contains dangerous poison		1
Spider leg(basic pattern)					Fine spiked spider leg		1
Egg shell(basic pattern)					spider egg shell after hatch, with large hole		1
rough rope(basic pattern)					common rough rope, threaded		1
Cursed bead(basic pattern)					White large sphere		1
Ogre soul bug(basic pattern)					Grey colored eel like shaped bug, has wing		1
Crushed soul(basic pattern)					Half transparent gray material. Known fragment of soul		1
Will(basic pattern)					Contained in black envelope		1
long claw(basic pattern)					Long developed claw, not bent		1
screw nail(basic pattern)					large silver screw nail		1
Electronic needle (basic pattern)					thick long blue long needle		1
Magnet(basic pattern)					Grey stone with strong magnetic force		1
Rose(basic pattern)					Rose, hand with words		1
Text book(basic pattern)					Green covered textbook of physics, thick		1
Iron hand(basic pattern)					Hand monster dropped		1
huge candy(basic pattern)					Spiral patterned candy		1
Handkerchief(basic pattern)					White handkerchief folded		1
Glass bead(basic pattern)					Transparent glass bead		1
Tomato juice(basic pattern)					Drink made by tomato squeeze, delicious		1
Chewing gum(basic pattern)					Gum chewed many times		1
baby tooth(basic pattern)					Ivory colored baby tooth, fallen before adulthood		1
Transparent feather(basic pattern)					Transparent insect wing, yellow patterned		1
Magical wand(basic pattern)					white thin long wand, as thick as matchstick		1
Flower (basic pattern)					Flower with bud		1
Flower crown(basic pattern)					Wreath made of flower		1
Fruit(basic pattern)					fruit shaped of jujube grain like		1
fragment of mirror(basic pattern)					fragment of shattered mirror		1
Soul power ball(basic pattern)					material with soul power		1
parts of mirror(basic pattern)					hand grip of mirror		1
soul mirror(basic pattern)					Half transparent misty blue mysterious material		1
underwear(basic pattern)					dirty underwear, unwearable		1
green hat(basic pattern)					green hat, too small to wear		1
small long boots(basic pattern)					small shoes Goblin prefers to wear		1
Illusion gold(basic pattern)					Shine like gold but common stone		1
Jello(basic pattern)					small transparent colorful jello		1
pudding(basic pattern)					small melting pudding		1
Love jello(basic pattern)					hand made jello with heart		1
impress shape(basic pattern)					metal impress shape, use fro pudding and jello		1
Ogre horn(basic pattern)					short irredicent colored horn		1
armor fabric(basic pattern)					printed fabric		1
curled hair(basic pattern)					Ogre's messy hair, not a wig		1
tiger skin(basic pattern)					luxurious tiger skin		1
gold sand(basic pattern)					Gold sand, not gold dust		1
Limestone(basic pattern)					random shaped stone, useable for various purpose		1
Ogre claw(basic pattern)					bird shaped black claw		1
small stature(basic pattern)					hand made statue		1
onyx(basic pattern)					random shaped onyx		1
lava stone(basic pattern)					random shaped dark red stone		1
Bat's wing(basic pattern)					Purple colored bat's wing		1
Air bat(basic pattern)					Bat toy, when blow, make shape		1
straw(basic pattern)					common straw, has tooth imprint		1
garbage bag(basic pattern)					White square shaped net sack		1
bat's fang(basic pattern)					Small sharp fang		1
bat model(basic pattern)					metal material represent bat		1
Magnifier					common magnifier, looks retro style when first look		1
Eye catching stone(basic pattern)					rough on surface, irredicent color		1
Dust eye stone(basic pattern)					rough on surface, irredicent color		1
Cat's eye stone(basic pattern)					stone called cat's eye, with its streaking pattern		1
fragment of mirror(basic pattern)					oval shaped color lens of glasses, may not be a mirror		1
Blood Crystalline(basic pattern)					Dark crimson colored stone, made of unknown person, unknown if made by blood		1
Snow Crystalline)basic pattern)					Hexagonal shaped white stone		1
Tear drop Crystalline(basic pattern)					Cobert colored tear drop shaped stone		1
Lightning stone(basic pattern)					Blue column shaped Crystalline		1
Blue Crystalline (basic pattern)					Oval shaped deep green stone		1
skull(basic pattern)					skull, not scary looking		1
stone necklace(basic pattern)					round shaped stone beaded necklace		1
cowl(basic pattern)					Black cowl for pirate, good guys cannot wear		1
Crystalline fragment(basic pattern)					random shaped transparent Crystal		1
bone wand(basic pattern)					long wand made of bone, break if beaten		1
scalpel(basic pattern)					small sharp scalpel, even has medicine training, good person cannot use		1
bag(basic pattern)					Black bag doctor carries		1
butter knife(basic pattern)					knife to spread butter		1
iron hook(basic pattern)					Able to crochet with black round shaped iron ball		1
spoon(basic pattern)					use spoon for soup and also pasta		1
Line-line man(basic pattern)					unexplainable		1
bent wand(basic pattern)					stick for hockey, known no need to explain		1
white mask(basic pattern)					white mask with 2 holes for eyes, scary		1
knee pad(basic pattern)					supporter for knees, to soften pain and ache and correction purpose		1
wristband(basic pattern)					bit dirty wrist band		1
spike(basic pattern)					spiked shoes with spiked stopper on sole, used for sports		1
baseball bat					usually bought for boys once but with no particular autograph		1
chain(basic pattern)					iron chain, unknown weight, length and shape		1
Soul charm(basic pattern)					written soul letter, used on token for one's hip		1
iron slate(basic pattern)					pentagon shaped iron slate		1
Soul calling stone(basic pattern)					looks like a stone to invite soul		1
Unfree soul wand(basic pattern)					deep brown colored wooden wand		1
clay paste of sphere(basic pattern)					large round clay sphere		1
mud sphere(basic pattern)					mud ball, known in play house among children		1
wet garment(basic pattern)					wet dirty costume		1
seaweed(basic pattern)					pant grown in ocean		1
coral twig(basic pattern)					skin colored and shaped like a hand		1
rusted chain(basic pattern)					iron chain, unknown weight, length and shape, rusted		1
Dead tooth(basic pattern)					Brownish molar tooth		1
wooden ring(basic pattern)					wooden ring, any ring could be important if with heart		1
dead hand(basic pattern)					Brownish mummy hand		1
shackle(basic pattern)					used to prevent escape		1
fly wing(basic pattern)					transparent fly wing with black crease, don't want to know how to catch it		1
fly egg(basic pattern)					white egg with rice grain shaped egg		1
fertilizer bug(basic pattern)					bug likes rotten smell		1
eyeglasses(basic pattern)					If worn, eye glassed boy or eye glassed girl, unfortunately not for equipment		1
compound eye(basic pattern)					looks one from far but saw close, many hexagonal shaped eye gathered together		1
notebook(basic pattern)					palm side notebook, usable jotting the memo		1
white fluff ball(basic pattern)					very fluffy, made of cotton		1
fluff ball(basic pattern)					very fluffy, made of cotton		1
